,Country,Year,Continent,life_expect,Population,CO2_emiss,health_spend,internet_usage,open_defecation,drinking_water_services,adult_obesity,beer_consumption,Population category
1018,Luxembourg,2010,Europe,80.63170732,506953,21.7574405,7.03158236,90.62,0.0,99.999997,21.5,4.19,High Population
1019,Luxembourg,2011,Europe,80.98780488,518347,21.02838372,6.11205053,90.02985856,0.0,100.0000015,21.9,4.06,High Population
1020,Luxembourg,2012,Europe,81.39268293,530946,20.13387346,5.58377266,91.94992374,0.0,99.98720119,22.4,4.08,High Population
1021,Luxembourg,2013,Europe,81.8,543360,18.68006408,5.52774715,93.7765,0.0,99.96524385,22.8,3.84,High Population
1022,Luxembourg,2014,Europe,82.22926829,556319,17.34616222,5.43687868,94.67,0.0,99.94460424,23.3,4.07,High Population
1023,Luxembourg,2015,Europe,82.29268293,569604,16.02867977,5.28378248,96.37671417,0.0,99.92517066,23.7,4.02,High Population
1024,Malaysia,2000,Asia,72.594,23194252,5.361673228,2.51463366,21.38473116,1.605168748,96.87855801,6.7,0.44998,High Population
1025,Malaysia,2001,Asia,72.782,23709115,5.460347212,2.6753974,26.6959725,1.484796873,96.93866167,7.1,0.41799,High Population
1026,Malaysia,2002,Asia,72.976,24208391,5.633584028,2.66876554,32.33820434,1.367790201,96.94078728,7.6,0.41248,High Population
1027,Malaysia,2003,Asia,73.17,24698821,5.850077034,2.92417097,34.97115234,1.254069781,96.944792,8.0,0.40926,High Population
1028,Malaysia,2004,Asia,73.364,25190647,6.282887624,2.86016941,42.25226563,1.14358717,96.9506303,8.5,0.40988,High Population
1029,Malaysia,2005,Asia,73.555,25690615,6.51677658,2.78692698,48.62917025,1.036380441,96.95799742,9.0,0.37979,High Population
1030,Malaysia,2006,Asia,73.744,26201954,6.64454285,3.10897732,51.63798899,0.93232095,96.96703942,9.5,0.34408,High Population
1031,Malaysia,2007,Asia,73.931,26720367,7.108435391,3.07041144,55.7,0.831373621,96.97763213,10.0,0.34341,High Population
1032,Malaysia,2008,Asia,74.118,27236003,7.450065403,3.00692534,55.8,0.733479887,96.98974155,10.5,0.3785,High Population
1033,Malaysia,2009,Asia,74.305,27735038,6.559572504,3.2610569,55.9,0.63862707,97.00307699,11.0,0.37267,High Population
1034,Malaysia,2010,Asia,74.493,28208028,7.097979384,3.16474295,56.3,0.54671473,97.01774688,11.5,0.38,High Population
1035,Malaysia,2011,Asia,74.683,28650962,7.07620238,3.31451941,61.0,0.374551377,97.02388737,12.1,0.39,High Population
1036,Malaysia,2012,Asia,74.877,29068189,7.080248362,3.45786357,65.8,0.311867654,97.02948545,12.7,0.41,High Population
1037,Malaysia,2013,Asia,75.072,29468923,7.589690457,3.51275206,57.05751226,0.304499793,97.0360237,13.4,0.4,High Population
1038,Malaysia,2014,Asia,75.268,29866606,7.923564998,3.71036983,63.66542588,0.297221982,97.04368392,14.0,0.4,High Population
1039,Malaysia,2015,Asia,75.461,30270965,7.814088295,3.81819606,71.06406781,0.290067877,97.05220256,14.7,0.4,High Population
1040,Malta,2000,Europe,78.34878049,390087,5.46032039,6.57308626,13.11370871,0.0,100.0000034,24.3,2.88013,High Population
1041,Malta,2001,Europe,78.84390244,393028,6.335426484,6.99985981,17.87784832,0.0,100.0000024,24.7,2.77246,High Population
1042,Malta,2002,Europe,78.73902439,395969,5.859044353,7.70661688,28.92,0.0,99.99999713,25.2,2.66618,High Population
1043,Malta,2003,Europe,78.54634146,398582,6.548213153,7.89556122,31.64,0.0,99.99999905,25.6,1.87546,High Population
1044,Malta,2004,Europe,79.25365854,401268,6.479459874,8.04820728,34.62,0.0,100.0000009,26.1,1.90131,High Population
1045,Malta,2005,Europe,79.3,403834,6.512577233,8.66396618,41.24,0.0,100.0000033,26.5,1.74813,High Population
1046,Malta,2006,Europe,79.43902439,405308,6.538237823,8.80992031,40.41,0.0,100.0000005,27.0,2.19888,High Population
1047,Malta,2007,Europe,79.79268293,406724,6.687581821,8.16883469,46.9,0.0,99.99999719,27.4,2.77303,High Population
1048,Malta,2008,Europe,79.63658537,409379,6.644209959,7.8633585,50.08,0.0,100.0000014,27.9,2.77167,High Population
1049,Malta,2009,Europe,80.24146341,412477,6.085187757,7.9238286,58.86,0.0,99.99999907,28.3,2.77145,High Population
1050,Malta,2010,Europe,81.39756098,414508,6.248371356,7.95211124,63.0,0.0,99.99999678,28.7,2.78,High Population
1051,Malta,2011,Europe,80.74634146,416268,6.173907034,8.4481411,68.01982379,0.0,100.0,29.1,2.77,High Population
1052,Malta,2012,Europe,80.74634146,420028,6.475758827,8.37802982,68.19987429,0.0,100.0000009,29.5,2.77,High Population
1053,Malta,2013,Europe,81.74634146,425967,5.563811012,8.49665737,68.9138,0.0,100.0000027,29.9,2.76,High Population
1054,Malta,2014,Europe,82.04634146,434558,5.430805313,9.08505249,73.17,0.0,100.0000013,30.3,2.76,High Population
1055,Malta,2015,Europe,81.89756098,445053,3.729892769,8.89759541,75.96001898,0.0,100.0,30.6,2.76,High Population
1056,Mauritius,2000,Africa,71.66341463,1186873,2.047396815,2.89581966,7.281535115,0.086215642,99.27977595,6.6,2.21049,High Population
1057,Mauritius,2001,Africa,71.76585366,1196287,2.148313908,2.96084642,8.780904019,0.090131949,99.32417949,6.8,2.14961,High Population
1058,Mauritius,2002,Africa,71.96585366,1204621,2.16665648,3.23190355,10.25262467,0.094075454,99.36869528,7.1,1.91991,High Population
1059,Mauritius,2003,Africa,72.11707317,1213370,2.266415026,3.22486687,12.1871062,0.098045736,99.4133417,7.4,2.00139,High Population
1060,Mauritius,2004,Africa,72.26585366,1221003,2.268626679,3.36119127,13.68908859,0.0810608,99.4581087,7.6,1.98666,High Population
1061,Mauritius,2005,Africa,72.43219512,1228254,2.409925014,3.56529307,15.17222875,0.08640073,99.5030092,7.9,1.9623,High Population
1062,Mauritius,2006,Africa,72.43219512,1233996,2.674238776,3.65428853,16.7,0.091762123,99.54802929,8.2,1.81425,High Population
1063,Mauritius,2007,Africa,72.57073171,1239630,2.742753963,3.57065129,20.22,0.0971419,99.59317929,8.5,1.7924,High Population
1064,Mauritius,2008,Africa,72.57073171,1244121,2.789117802,3.99199653,21.81,0.102543328,99.63844997,8.8,1.56418,High Population
1065,Mauritius,2009,Africa,72.88243902,1247429,2.741639064,4.2265029,22.51,0.107962955,99.68384945,9.1,1.9757,High Population
1066,Mauritius,2010,Africa,72.96731707,1250400,2.927063408,4.57982111,28.33,0.113402472,99.72937337,9.5,1.8,High Population
1067,Mauritius,2011,Africa,73.26682927,1252404,2.906410475,4.3078289,34.95,0.118861861,99.77502176,9.8,1.95,High Population
1068,Mauritius,2012,Africa,73.86341463,1255882,2.970024269,4.27675056,35.42,0.124343256,99.8207931,10.1,1.84,High Population
1069,Mauritius,2013,Africa,74.01707317,1258653,3.034990528,4.68303633,40.11682514,0.129840298,99.8666919,10.4,1.85,High Population
1070,Mauritius,2014,Africa,74.19439024,1260934,3.132598572,5.49399614,44.80327537,0.130085497,99.86658686,10.8,1.68,High Population
1071,Mauritius,2015,Africa,74.35317073,1262605,3.136372847,5.6999588,50.13931848,0.130330695,99.86648182,11.1,1.41,High Population
1072,Mexico,2000,North America,74.34,98899845,3.83397972,4.44912481,5.081384153,9.508084306,89.9520067,19.1,3.76052,High Population
1073,Mexico,2001,North America,74.658,100298152,3.777038684,4.8203578,7.038023117,8.973157491,90.59062785,19.7,3.73697,High Population
1074,Mexico,2002,North America,74.922,101684764,3.79604559,5.0716424,11.9,8.446025292,91.22439328,20.2,3.68658,High Population
1075,Mexico,2003,North America,75.118,103081020,3.925940997,5.81486464,12.9,7.926587122,91.85330186,20.8,3.77049,High Population
1076,Mexico,2004,North America,75.243,104514934,3.962113262,5.9539032,14.1,7.414562202,92.47751433,21.4,3.79616,High Population
1077,Mexico,2005,North America,75.3,106005199,4.077064206,5.83612156,17.21,6.910224385,93.09668937,22.0,3.88976,High Population
1078,Mexico,2006,North America,75.296,107560155,4.167900165,5.65525532,19.52,6.413280454,93.71099729,22.6,4.00745,High Population
1079,Mexico,2007,North America,75.255,109170503,4.187211587,5.76644516,20.81,5.923779375,94.32032157,23.1,3.76022,High Population
1080,Mexico,2008,North America,75.194,110815272,4.146991471,5.69886971,21.71,5.441312933,94.90809059,23.7,3.67576,High Population
1081,Mexico,2009,North America,75.128,112463886,3.986790881,6.12978458,26.34,4.966066408,95.36710258,24.3,3.83112,High Population
1082,Mexico,2010,North America,75.065,114092961,4.056954882,5.73688889,31.05,4.497791888,95.82133427,24.9,3.53,High Population
1083,Mexico,2011,North America,75.011,115695468,4.134993377,5.51883602,37.17629541,4.035972895,96.27120298,25.5,3.53,High Population
1084,Mexico,2012,North America,74.966,117274156,4.147972825,5.66522121,39.75,3.58092129,96.71644433,26.0,3.41,High Population
1085,Mexico,2013,North America,74.93,118827158,4.003630132,5.80923605,43.46,3.132406947,97.15725463,26.6,3.28,High Population
1086,Mexico,2014,North America,74.908,120355137,3.840633659,5.55341005,44.39,2.69042959,97.5936259,27.2,3.38,High Population
1087,Mexico,2015,North America,74.904,121858251,3.870316544,5.72277403,57.43104299,2.255108509,98.02544354,27.8,3.59,High Population
1088,Moldova,2000,Europe,67.006,2923783,2.294971959,5.92687225,1.282846417,0.0,83.12126108,14.8,0.46957,High Population
1089,Moldova,2001,Europe,67.185,2917252,2.406374218,6.23449707,1.487812952,0.009301833,83.41940115,15.0,0.61977,High Population
1090,Moldova,2002,Europe,67.362,2910504,2.466926631,7.40437651,3.787242799,0.018737,83.72166774,15.3,0.81717,High Population
1091,Moldova,2003,Europe,67.521,2902320,2.677168603,7.02227592,7.407544584,0.0283055,84.02806682,15.5,1.00132,High Population
1092,Moldova,2004,Europe,67.665,2895147,2.687255676,8.97114944,10.62939084,0.038006666,84.33879642,15.8,1.27439,High Population
1093,Moldova,2005,Europe,67.82,2888111,2.832301219,9.55814838,14.63027046,0.047687503,84.68893294,16.1,1.44781,High Population
1094,Moldova,2006,Europe,68.022,2880095,2.770741944,10.54445267,19.62064771,0.057256002,85.07571151,16.3,1.67837,High Population
1095,Moldova,2007,Europe,68.302,2873429,2.832852436,11.02066803,20.45,0.066834831,85.46295645,16.6,1.9169,High Population
1096,Moldova,2008,Europe,68.671,2867964,2.841737072,10.94920063,23.39,0.076423998,85.85066363,16.9,1.95569,High Population
1097,Moldova,2009,Europe,69.119,2864346,2.667275485,13.6766243,27.5,0.086023503,86.23883684,17.2,1.60413,High Population
1098,Moldova,2010,Europe,69.616,2861487,2.900589865,10.13112831,32.3,0.095633329,86.62746665,17.5,1.65,High Population
1099,Moldova,2011,Europe,70.119,2859833,2.916254254,9.09670353,38.0,0.105253503,87.01656786,17.9,1.83,High Population
1100,Moldova,2012,Europe,70.581,2859458,2.846693444,9.13962078,43.37,0.114884004,87.40613134,18.3,1.95,High Population
1101,Moldova,2013,Europe,70.968,2858692,2.51163813,8.68300343,60.0,0.124524829,87.79615744,18.7,1.78,High Population
1102,Moldova,2014,Europe,71.267,2856950,2.698682174,8.63275719,67.0,0.134176007,88.18665603,19.2,1.62,High Population
1103,Moldova,2015,Europe,71.478,2834530,2.829393394,8.55763531,69.00000447,0.134190001,88.5760319,19.6,1.52,High Population
1104,Mongolia,2000,Asia,62.869,2397417,3.754040286,4.87262106,1.255652004,17.77136779,62.03261754,9.8,0.67297,High Population
1105,Mongolia,2001,Asia,63.319,2419594,3.707233528,4.3172245,1.653238239,17.03672918,63.52002727,10.1,0.54867,High Population
1106,Mongolia,2002,Asia,63.777,2443261,3.92917514,4.43462992,2.039572603,16.3194606,64.99410515,10.5,0.52894,High Population
1107,Mongolia,2003,Asia,64.23,2468765,3.771116497,3.51071095,3.895,15.6197797,66.45376001,10.9,0.5488,High Population
1108,Mongolia,2004,Asia,64.671,2496394,3.829523873,3.57047367,5.609,14.93787836,67.89793174,11.3,0.53789,High Population
1109,Mongolia,2005,Asia,65.103,2526429,4.377720656,3.75525045,7.897,14.27532254,69.32348476,11.8,0.38088,High Population
1110,Mongolia,2006,Asia,65.538,2558854,4.853735335,3.74971414,9.347,13.63045368,70.73221214,12.4,0.4111,High Population
1111,Mongolia,2007,Asia,65.985,2593819,5.019625678,4.07522488,9.0,13.00374101,72.12268312,12.9,0.94313,High Population
1112,Mongolia,2008,Asia,66.447,2631899,4.928000758,4.55692911,9.8,12.39494138,73.49456647,13.5,1.05456,High Population
1113,Mongolia,2009,Asia,66.916,2673794,5.101365454,4.45979881,10.0,11.80574044,74.84459678,14.2,1.10566,High Population
1114,Mongolia,2010,Asia,67.38,2719902,5.261219125,3.73945618,10.2,11.23387774,76.17556961,14.9,1.61,High Population
1115,Mongolia,2011,Asia,67.818,2770357,5.677968414,3.58612156,12.49999111,10.85756538,77.2156927,15.6,1.96,High Population
1116,Mongolia,2012,Asia,68.217,2824698,6.067905096,3.85493326,16.4,10.5857921,78.10477003,16.3,2.29,High Population
1117,Mongolia,2013,Asia,68.566,2881783,6.377995554,4.06616068,17.69998424,10.31492821,79.00078325,17.1,2.33,High Population
1118,Mongolia,2014,Asia,68.863,2940111,6.163032906,4.1765728,19.94244743,10.04526185,79.90325263,17.9,2.12,High Population
1119,Mongolia,2015,Asia,69.111,2998433,5.769680109,4.23834085,22.50000413,9.776212471,80.81301209,18.8,2.13,High Population
1120,Montenegro,2000,Europe,73.18207317,604950,2.512604347,5.169,19.6345,0.217,94.811,16.9,7.43098,High Population
1121,Montenegro,2001,Europe,73.1875122,607389,2.749473566,5.211,20.861,0.206,95.18,17.4,6.419,High Population
1122,Montenegro,2002,Europe,73.23726829,609828,2.902457711,5.777,21.329,0.194,95.185,18.0,5.499,High Population
1123,Montenegro,2003,Europe,73.31853659,612267,3.08688854,5.81,24.298,0.194,95.185,18.5,5.113,High Population
1124,Montenegro,2004,Europe,73.42926829,613353,3.325980246,5.929,25.3500686,0.185,95.185,19.1,5.112,High Population
1125,Montenegro,2005,Europe,73.98292683,614261,3.255944948,6.17,27.1,0.178,95.185,19.6,5.111,High Population
1126,Montenegro,2006,Europe,73.83902439,615025,3.544571467,6.406,28.9,0.162398265,95.18596996,20.1,5.10926,High Population
1127,Montenegro,2007,Europe,74.33902439,615875,3.409782674,6.607,30.8,0.156024018,95.43022465,20.7,5.26392,High Population
1128,Montenegro,2008,Europe,75.13658537,616969,4.360024664,6.931,32.9,0.149679399,95.67468802,21.2,5.46419,High Population
1129,Montenegro,2009,Europe,75.14390244,618294,2.830368724,7.152,35.1,0.143368235,95.91929764,21.7,4.47236,High Population
1130,Montenegro,2010,Europe,75.9902439,619428,4.16513287,7.201,37.5,0.13708767,96.164094,22.1,4.2,High Population
1131,Montenegro,2011,Europe,75.98292683,620079,4.09625219,7.96692228,35.61154125,0.130836387,96.40909797,22.6,4.0,High Population
1132,Montenegro,2012,Europe,76.2,620601,3.754425023,8.29550457,56.83878255,0.1246144,96.65431052,23.1,4.28,High Population
1133,Montenegro,2013,Europe,76.4902439,621207,3.654176435,8.47144604,60.31,0.118420605,96.89974764,23.5,3.94,High Population
1134,Montenegro,2014,Europe,76.44146341,621810,3.570222461,8.00086784,61.0,0.112255134,97.14541049,23.9,3.58,High Population
1135,Montenegro,2015,Europe,76.44878049,622159,3.793242395,9.02188778,68.11978601,0.106118121,97.39129537,24.4,3.5,High Population
1136,Morocco,2000,Africa,68.684,28793672,1.141917571,3.97807431,0.693791245,22.83758766,62.49829228,14.8,0.21,High Population
1137,Morocco,2001,Africa,69.193,29126323,1.245265322,4.12981606,1.371438101,21.94513332,63.73406864,15.4,0.23,High Population
1138,Morocco,2002,Africa,69.769,29454765,1.272120189,4.42979431,2.373253192,21.04209616,65.11268975,15.9,0.24,High Population
1139,Morocco,2003,Africa,70.399,29782884,1.250718366,4.55366516,3.353366681,20.12892514,66.49059949,16.4,0.22,High Population
1140,Morocco,2004,Africa,71.067,30115196,1.36110692,4.72918844,11.60793477,19.20475064,67.86815937,17.0,0.22,High Population
1141,Morocco,2005,Africa,71.746,30455563,1.430937324,4.76469755,15.08444452,17.98716115,69.35375676,17.6,0.23,High Population
1142,Morocco,2006,Africa,72.403,30804689,1.460816566,4.94123936,19.77119157,16.72820248,70.85193792,18.2,0.22,High Population
1143,Morocco,2007,Africa,73.009,31163670,1.487308731,5.42293549,21.5,15.49423167,72.33844751,18.8,0.22,High Population
1144,Morocco,2008,Africa,73.546,31536807,1.542007758,5.30251694,33.1,14.28548964,73.81241348,19.5,0.24,High Population
1145,Morocco,2009,Africa,74.003,31929087,1.526820983,5.8412447,41.3,13.1021306,75.27306806,20.2,0.23,High Population
1146,Morocco,2010,Africa,74.382,32343384,1.600327236,5.86408854,52.0,11.94317177,76.72145338,20.9,0.2,High Population
1147,Morocco,2011,Africa,74.696,32781860,1.706431503,5.7329936,46.1074826,10.80933731,78.15588754,21.6,0.18,High Population
1148,Morocco,2012,Africa,74.97,33241898,1.747192709,5.74942255,55.41605319,9.700214765,79.57650954,22.4,0.18,High Population
1149,Morocco,2013,Africa,75.227,33715705,1.708106064,5.68743515,56.0,8.615873146,80.98264576,23.2,0.18,High Population
1150,Morocco,2014,Africa,75.477,34192358,1.716465376,5.27820778,56.8,7.555940621,82.37439241,24.0,0.15,High Population
1151,Morocco,2015,Africa,75.726,34663608,1.742749914,5.06548977,57.07999935,6.520443469,83.75113288,24.8,0.16,High Population
1152,Mozambique,2000,Africa,48.946,17711925,0.080736566,2.26010299,0.10959253,59.7169659,21.09908528,3.0,0.53627,High Population
1153,Mozambique,2001,Africa,49.295,18221884,0.077379485,2.95498824,0.160031947,57.7826249,22.31977995,3.2,0.51795,High Population
1154,Mozambique,2002,Africa,49.61,18764147,0.083670206,3.34283662,0.259612611,55.85207953,24.05191982,3.3,0.44179,High Population
1155,Mozambique,2003,Africa,49.889,19331097,0.09828723,3.4220655,0.419538844,53.92581638,25.82298156,3.5,0.46001,High Population
1156,Mozambique,2004,Africa,50.143,19910549,0.095929046,3.6926434,0.679447835,52.00339516,27.63324523,3.7,0.49782,High Population
1157,Mozambique,2005,Africa,50.387,20493927,0.083439354,4.39079046,0.854357118,50.08528111,29.48194619,3.8,0.52321,High Population
1158,Mozambique,2006,Africa,50.641,21080108,0.088234843,4.10098362,0.842954488,48.17064249,31.36986536,4.0,0.51365,High Population
1159,Mozambique,2007,Africa,50.934,21673319,0.102891487,3.94103193,0.91,46.26076187,33.29522577,4.2,0.5519,High Population
1160,Mozambique,2008,Africa,51.292,22276596,0.100553963,4.23261261,1.56,44.24309754,35.39980799,4.3,0.58994,High Population
1161,Mozambique,2009,Africa,51.738,22894718,0.108758711,5.21038246,2.68,42.22592202,37.55198351,4.5,0.5716,High Population
1162,Mozambique,2010,Africa,52.31,23531567,0.113889571,5.44726419,4.17,40.21833826,39.73997963,4.7,0.63,High Population
1163,Mozambique,2011,Africa,53.043,24187500,0.138501288,5.00311899,4.6,38.2212751,41.96206548,4.9,0.7,High Population
1164,Mozambique,2012,Africa,53.931,24862673,0.14801305,5.24640608,5.0,36.23487007,44.21749158,5.1,0.75,High Population
1165,Mozambique,2013,Africa,54.949,25560752,0.164314407,6.12555981,5.5,34.25927363,46.50550282,5.3,0.77,High Population
1166,Mozambique,2014,Africa,56.062,26286192,0.184887949,6.33231783,6.0,32.29461992,48.82531943,5.5,0.84,High Population
1167,Mozambique,2015,Africa,57.206,27042001,0.204126905,6.7166338,6.5,30.3410581,51.17617521,5.8,0.99,High Population
1168,Myanmar,2000,Asia,60.063,46719698,0.202056101,1.99549341,0.000168468,10.11187196,46.97598388,1.9,0.10454,High Population
1169,Myanmar,2001,Asia,60.377,47225119,0.176812683,2.14881921,0.000289277,9.952946678,48.57073492,2.0,0.10995,High Population
1170,Myanmar,2002,Asia,60.685,47702163,0.173996307,2.57854128,0.000426494,9.794567077,50.1914933,2.2,0.12568,High Population
1171,Myanmar,2003,Asia,60.989,48148907,0.217865792,2.38126588,0.024064149,9.636615308,51.83841264,2.3,0.13011,High Population
1172,Myanmar,2004,Asia,61.294,48564489,0.209000441,2.31822205,0.024337392,9.4790997,53.51135385,2.5,0.135,High Population
1173,Myanmar,2005,Asia,61.607,48949931,0.218999293,2.3303194,0.065238856,9.322021566,55.21016477,2.7,0.12987,High Population
1174,Myanmar,2006,Asia,61.938,49301049,0.20222694,2.25168705,0.182048331,9.165497234,56.93442941,2.9,0.12323,High Population
1175,Myanmar,2007,Asia,62.294,49621479,0.20938514,2.02357221,0.217128445,9.009417108,58.6842796,3.1,0.12402,High Population
1176,Myanmar,2008,Asia,62.678,49929642,0.158222646,2.10873079,0.22,8.85378731,60.4595711,3.3,0.12985,High Population
1177,Myanmar,2009,Asia,63.089,50250366,0.149053636,2.15950108,0.22,8.698715736,62.25989146,3.6,0.14183,High Population
1178,Myanmar,2010,Asia,63.525,50600827,0.160669313,1.95585954,0.25,8.543995398,64.08560886,3.8,0.15,High Population
1179,Myanmar,2011,Asia,63.983,50990612,0.17042352,1.92666924,0.98,8.389841151,65.93606697,4.1,0.17,High Population
1180,Myanmar,2012,Asia,64.453,51413703,0.232622809,2.41021132,1.4,8.236150048,67.81136109,4.4,0.24,High Population
1181,Myanmar,2013,Asia,64.921,51852464,0.262282625,3.20071578,1.8,8.083027722,69.7111129,4.7,0.28,High Population
1182,Myanmar,2014,Asia,65.378,52280816,0.325932191,4.39346027,7.4,7.930276782,71.63562183,5.0,0.32,High Population
1183,Myanmar,2015,Asia,65.81,52680724,0.361422537,5.47780514,10.9,7.776647977,73.5874705,5.4,0.37,High Population
1184,Namibia,2000,Africa,52.192,1794583,1.081031081,9.63792515,1.644739547,56.3995334,76.36580065,7.8,0.74691,High Population
1185,Namibia,2001,Africa,51.399,1823667,1.348930479,9.53211975,2.416979442,56.0606607,76.68748132,8.1,0.86052,High Population
1186,Namibia,2002,Africa,50.862,1851519,1.150406836,9.73386574,2.633699769,55.52252341,77.11230729,8.5,0.73233,High Population
1187,Namibia,2003,Africa,50.589,1879113,1.208016751,9.87848473,3.359839886,54.95502187,77.55369222,8.9,0.54581,High Population
1188,Namibia,2004,Africa,50.6,1907737,1.247551478,10.18727589,3.804715615,54.39618374,77.99218531,9.3,0.52471,High Population
1189,Namibia,2005,Africa,50.931,1938316,1.305256713,10.19230366,4.010046644,53.84930751,78.42614007,9.7,0.59598,High Population
1190,Namibia,2006,Africa,51.609,1971318,1.283405301,10.13995361,4.398870647,53.31290873,78.85634303,10.1,0.59717,High Population
1191,Namibia,2007,Africa,52.593,2006516,1.305745823,10.71633053,4.835610778,52.78843921,79.28207508,10.6,0.64122,High Population
1192,Namibia,2008,Africa,53.817,2043382,1.443685051,9.91801167,5.329003772,52.2756195,79.70352468,11.0,0.7738,High Population
1193,Namibia,2009,Africa,55.207,2081039,1.451198166,9.04967022,6.5,51.77800881,80.11884673,11.5,1.11004,High Population
1194,Namibia,2010,Africa,56.665,2118877,1.477197645,9.72781372,11.6,51.29253631,80.52969316,12.0,1.05,High Population
1195,Namibia,2011,Africa,58.085,2156698,1.544026991,9.83193302,12.0,50.82212286,80.93454143,12.4,1.09,High Population
1196,Namibia,2012,Africa,59.387,2194777,1.608363844,9.26659298,12.9414,50.35189358,81.34131012,12.9,1.17,High Population
1197,Namibia,2013,Africa,60.513,2233506,1.696883716,9.06448746,13.9,49.89706495,81.74201201,13.4,1.17,High Population
1198,Namibia,2014,Africa,61.425,2273426,1.737465854,8.40890884,14.84,49.45782773,82.13657733,13.9,1.22,High Population
1199,Namibia,2015,Africa,62.119,2314901,1.814332366,9.98109627,25.68785182,49.03583727,82.52413515,14.5,1.24,High Population
1200,Nepal,2000,Asia,62.288,23941099,0.13449675,3.12598538,0.204651684,69.2039243,79.92588437,1.4,0.07352,High Population
1201,Nepal,2001,Asia,62.945,24347113,0.142111305,3.80386233,0.240015303,65.9577588,80.53110065,1.5,0.08105,High Population
1202,Nepal,2002,Asia,63.57,24725625,0.1128384,3.92991233,0.31295606,62.87297807,81.0924523,1.6,0.07974,High Population
1203,Nepal,2003,Asia,64.165,25080880,0.120410447,3.84753466,0.382810917,59.80040348,81.64776834,1.7,0.08118,High Population
1204,Nepal,2004,Asia,64.729,25419337,0.110545761,4.03734398,0.449843651,56.74039699,82.19693895,1.8,0.08195,High Population
1205,Nepal,2005,Asia,65.264,25744500,0.123909964,3.94221067,0.826551266,53.69334262,82.7398809,1.9,0.07594,High Population
1206,Nepal,2006,Asia,65.773,26066687,0.100511426,3.5361805,1.141389164,50.65961634,83.27650407,2.1,0.07281,High Population
1207,Nepal,2007,Asia,66.26,26382586,0.101961197,3.66484332,1.41,47.63919675,83.80680575,2.2,0.07643,High Population
1208,Nepal,2008,Asia,66.727,26666581,0.112125361,3.80911303,1.73,44.6329031,84.33058674,2.4,0.08337,High Population
1209,Nepal,2009,Asia,67.178,26883531,0.144326283,3.89314747,1.97,41.64111273,84.84775994,2.5,0.09427,High Population
1210,Nepal,2010,Asia,67.611,27013207,0.171767827,4.35166264,7.93,38.66420083,85.35823515,2.6,0.1,High Population
1211,Nepal,2011,Asia,68.028,27041220,0.192299009,4.44234991,9.0,35.70224986,85.86199121,2.8,0.12,High Population
1212,Nepal,2012,Asia,68.426,26989160,0.222311476,4.49078512,11.1493,32.75462504,86.35911922,3.0,0.13,High Population
1213,Nepal,2013,Asia,68.806,26916795,0.226252797,4.63011789,13.3,29.82281853,86.84929516,3.2,0.16,High Population
1214,Nepal,2014,Asia,69.168,26905982,0.264996837,5.07548285,15.44,26.90669333,87.33249847,3.3,0.18,High Population
1215,Nepal,2015,Asia,69.515,27015033,0.266148113,5.46615076,17.58161801,24.00739,87.80846759,3.5,0.19,High Population
1216,Netherlands,2000,Europe,77.98780488,15925513,10.178636,7.70687819,43.98435137,0.0,100.0000015,14.2,5.07775,High Population
1217,Netherlands,2001,Europe,78.1902439,16046180,10.41493988,8.05946636,49.37306211,0.0,100.0,14.7,4.94045,High Population
1218,Netherlands,2002,Europe,78.29268293,16148929,10.36786976,8.64911556,61.29,0.0,100.0,15.3,4.8909,High Population
1219,Netherlands,2003,Europe,78.49268293,16225302,10.49965052,9.0565691,64.35,0.0,100.0000015,15.9,4.87873,High Population
1220,Netherlands,2004,Europe,79.09512195,16281779,10.57132609,9.11067963,68.52,0.0,99.9999985,16.5,4.86495,High Population
1221,Netherlands,2005,Europe,79.34634146,16319868,10.28991121,9.09671688,81.0,0.0,99.99999702,17.1,4.78699,High Population
1222,Netherlands,2006,Europe,79.69756098,16346101,10.01462043,9.08058071,83.7,0.0,100.0000015,17.6,4.85632,High Population
1223,Netherlands,2007,Europe,80.09756098,16381696,10.04474769,9.05291939,85.82,0.0,100.000003,18.2,4.71291,High Population
1224,Netherlands,2008,Europe,80.25121951,16445593,10.04646055,9.27664948,87.42,0.0,99.99999853,18.8,4.78653,High Population
1225,Netherlands,2009,Europe,80.54878049,16530388,9.708786357,9.99291134,89.63,0.0,99.99999853,19.4,4.42255,High Population
1226,Netherlands,2010,Europe,80.70243902,16615394,10.29828126,10.15515518,90.72,0.0,100.0,19.9,4.36,High Population
1227,Netherlands,2011,Europe,81.20487805,16693074,9.511130441,10.23353291,91.41999576,0.0,99.99999927,20.5,4.34,High Population
1228,Netherlands,2012,Europe,81.10487805,16754962,9.398409929,10.53905964,92.85999236,0.0,99.99999927,21.0,4.37,High Population
1229,Netherlands,2013,Europe,81.30487805,16804432,9.348128895,10.5835619,93.9564,0.0,100.0000029,21.5,4.2,High Population
1230,Netherlands,2014,Europe,81.70731707,16865008,8.881703067,10.56706905,91.666666,0.0,100.0000029,22.1,4.12,High Population
1231,Netherlands,2015,Europe,81.5097561,16939923,9.292250246,10.32393837,91.72413793,0.0,99.99999856,22.6,4.04,High Population
1232,New Zealand,2000,Oceania,78.63658537,3857700,7.634082484,7.4700222,47.37955654,0.0,100.0,22.2,4.21638,High Population
